kata,primary_pos,all_pos
tersaring,Verba,Verba
terseberangi,Verba,Verba
tersedot,Verba,Verba
terselamatkan,Verba,Verba
terselami,Verba,Verba
terselesaikan,Verba,Verba
teratasi,Verba,Verba
terselidiki,Verba,Verba
tersembuhkan,Verba,Verba
tersepak,Verba,Verba
terserap,Verba,Verba
terabsorpsi,Verba,Verba
tersifatkan,Verba,Verba
inferensial,Adjektiva,Adjektiva
tersinergi,Verba,Verba
tersirkulasi,Verba,Verba
terskema,Verba,Verba
tersodok,Verba,Verba
tersokong,Verba,Verba
terstabilkan,Verba,Verba
terstimulus,Verba,Verba
venal,Adjektiva,Adjektiva
tersuarakan,Verba,Verba
tersucikan,Verba,Verba
tersulut,Verba,Verba
ampit,Adjektiva,Adjektiva;Sumbawa
tersusul,Verba,Verba
tertabuh,Verba,Verba
tertagih,Nomina,Nomina
tertahankan,Verba,Verba
terhalangi,Verba,Verba
jinak,Adjektiva,Adjektiva
tertaksir,Verba,Verba
tertampi,Verba,Verba
tertampung,Verba,Verba
tertangani,Verba,Verba
tertangkis,Verba,Verba
tertapis,Verba,Verba
tertata,Nomina,Nomina
tertatar,Verba,Verba
tertayang,Verba,Verba
tertebak,Verba,Verba
tertebat,Verba,Verba
tertebus,Verba,Verba
tertegah,Verba,Verba
tertelusuri,Verba,Verba
tertembus,Verba,Verba
permeabel,Adjektiva,Adjektiva
semipermeabel,Adjektiva,Adjektiva;Kimia
terlokalisasikan,Verba,Verba
tertempel,Verba,Verba
terterapkan,Verba,Verba
terterima,Verba,Verba
aksiomatik,Adjektiva,Adjektiva
tertangkal,Verba,Verba
tertolong,Verba,Verba
tertransfer,Verba,Verba
memulur,Verba,Verba
tertunjang,Verba,Verba
tertusuk,Verba,Verba
tertutur,Verba,Verba
terubahkan,Verba,Verba
terstilir,Verba,Verba;Kesenian
teruji,Verba,Verba
terukur,Verba,Verba
terungkai,Verba,Verba
terungkap,Verba,Verba
terupaya,Verba,Verba
teruraikan,Verba,Verba
terjabarkan,Verba,Verba
terusir,Verba,Verba
terutarakan,Verba,Verba
terwakili,Verba,Verba
suksesif,Adjektiva,Adjektiva;Hukum
tertamsilkan,Verba,Verba
perenial,Adjektiva,Adjektiva
eurihalin,Adjektiva,Adjektiva
anaerobik,Adjektiva,Adjektiva
celus,Adjektiva,Adjektiva
bulus,Adjektiva,Adjektiva
molos,Adjektiva,Adjektiva;Cakapan
menang,Verba,Verba
awas,Verba,Verba
menangkap,Verba,Verba
sugestif,Adjektiva,Adjektiva
impresif,Adjektiva,Adjektiva
kosmopolitan,Adjektiva,Adjektiva
ambeg pratama,Ungkapan,Ungkapan;Jawa
mendengar,Verba,Verba
profitabel,Adjektiva,Adjektiva
legawa,Adjektiva,Adjektiva
ternutrisi,Verba,Verba
letal,Adjektiva,Adjektiva
terkutub,Verba,Verba
poliglot,Nomina,Nomina
kikan,Adjektiva,Adjektiva
terkejar,Verba,Verba
dwiguna,Nomina,Nomina
hafal,Verba,Verba
melar,Adjektiva,Adjektiva
serbausaha,Adjektiva,Adjektiva
lepas tunda,Farmasi dan Farmakologi,Farmasi dan Farmakologi
infektif,Adjektiva,Adjektiva
adaptabel,Adjektiva,Adjektiva
berlipat perut,kiasan,kiasan
tepa salira,Adjektiva,Adjektiva
menolong,Verba,Verba
berbisa,Verba,Verba;kiasan
fana,Adjektiva,Adjektiva
cakep,Adjektiva,Adjektiva
kaustik,Adjektiva,Adjektiva
terninabobokan,Verba,Verba
teperhatikan,Verba,Verba
dapur hantu,kiasan,kiasan
genohor,Nomina,Nomina;Melayu Medan
lesema,Nomina,Nomina;Dani
belubur,Nomina,Nomina
tela,Adjektiva,Adjektiva
camar,Adjektiva,Adjektiva;Minangkabau
saren,Nomina,Nomina
marus,Nomina,Nomina
alkah,Nomina,Nomina;Hukum
trombus,Nomina,Nomina
sans froid,Ungkapan,Ungkapan;Prancis
ahet,Nomina,Nomina;Elnama
istihadah,Nomina,Nomina
nifas,Nomina,Nomina
dadih darah,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
hematokezia,Nomina,Nomina
ekoregion,Nomina,Nomina;Ekologi
superbenua,Nomina,Nomina;Geografi dan Geologi
en face,Ungkapan,Ungkapan;Prancis
da capo al fine,Ungkapan,Ungkapan;Italia;Musik
bilateral,Adjektiva,Adjektiva;Hukum
tentangan,Nomina,Nomina
surati,Adjektiva,Adjektiva
ex cathedra,Ungkapan,Ungkapan;Latin
berkala-kala,Verba,Verba
getok tular,Adverbia,Adverbia;Jawa
dagang,Verba,Verba;Minangkabau
turun-temurun,Verba,Verba
ab initium,Ungkapan,Ungkapan;Latin;Hukum
ab initio,Ungkapan,Ungkapan;Latin
interinsuler,Adjektiva,Adjektiva
en profil,Ungkapan,Ungkapan;Prancis
de novo,Ungkapan,Ungkapan;Latin
ex oriente lux,Ungkapan,Ungkapan;Latin
zaman-berzaman,Adverbia,Adverbia
usahkan,Partikel,Partikel
batu tapakan,kiasan,kiasan
asas,Nomina,Nomina
pilar,Nomina,Nomina
fondasi,Nomina,Nomina
subang,Nomina,Nomina
alasan,Nomina,Nomina
hipantium,Nomina,Nomina;Botani
ujung pangkal,kiasan,kiasan
paparan,Nomina,Nomina
pancasila,Nomina,Nomina
kredo,Nomina,Nomina;Latin
pelataran,Nomina,Nomina
natar,Nomina,Nomina;Bali
latar,Nomina,Nomina
wiraga,Nomina,Nomina;Kesenian
onderbouw,Ungkapan,Ungkapan;Belanda
batu sendi,kiasan,kiasan
alas,Nomina,Nomina;Jawa
data kendali program,Komputer,Komputer
citra,Nomina,Nomina;Klasik
konkurensi,Nomina,Nomina
data analog,Komputer,Komputer
informasi elektronik,Hukum,Hukum
dapodik,Nomina,Nomina;akronim
mahadata,Nomina,Nomina
data warisan,Komputer,Komputer
masukan,Nomina,Nomina
data kategoris,Komputer,Komputer
data digital,Komputer,Komputer
data alfanumerik,Komputer,Komputer
data numerik,Komputer,Komputer
data langsung,Komputer,Komputer
data penunjuk,Komputer,Komputer
saleh,Adjektiva,Adjektiva
masuk,Verba,Verba
nomplok,Verba,Verba;Cakapan
mengerubuti,Verba,Verba
tumplak,Verba,Verba
mengerumuni,Verba,Verba
bertamu,Verba,Verba
mengota,Verba,Verba
menghadap,Verba,Verba
hundang-handing,Verba,Verba;Melayu Medan
menstruasi,Nomina,Nomina
haid,Nomina,Nomina;Kedokteran dan Fisiologi
batai,Nomina,Nomina;Botani
nimbrung,Verba,Verba;Cakapan
ekstern,Adjektiva,Adjektiva
gerebek,Verba,Verba
menjejak,Verba,Verba
mendatangi,Verba,Verba
ambyok,Verba,Verba;Jawa
menyusul,Verba,Verba
mendekat,Verba,Verba
menamui,Verba,Verba
mendatang,Verba,Verba
berdatangan,Verba,Verba
mayanetra yamadipati,Ungkapan,Ungkapan;Sanskerta
mendabak,Verba,Verba
kunjung,Adjektiva,Adjektiva
tiba,Verba,Verba
"adeste, fideles",Ungkapan,Ungkapan;Latin
angko,Adjektiva,Adjektiva;Batak
kelot,Nomina,Nomina;Bali
pampa,Nomina,Nomina
darau darat,Nomina,Nomina
kaja,Nomina,Nomina;Bali
dieng,Nomina,Nomina
plato,Nomina,Nomina;Geografi dan Geologi
to,Nomina,Nomina
atuk,Nomina,Nomina;Cakapan;kependekan
cakawari,Nomina,Nomina;Klasik
datung,Nomina,Nomina;Sastra
patera,Nomina,Nomina;Klasik
mandah,Nomina,Nomina
titen,Nomina,Nomina;Jawa
eofil,Nomina,Nomina;Botani
bangun-bangun,Nomina,Nomina
acerang,Nomina,Nomina;Melayu Jakarta;Botani
megafil,Nomina,Nomina;Botani
patikan,Nomina,Nomina
lancang,Adjektiva,Adjektiva
karpel,Nomina,Nomina;Botani
urtup,Nomina,Nomina;Batak
culan,Nomina,Nomina
udani,Nomina,Nomina
cempal,Verba,Verba;Sunda
camcao,Nomina,Nomina
dewadaru,Nomina,Nomina
gau,Nomina,Nomina;Melayu Manado
periginium,Nomina,Nomina;Botani
braktea,Nomina,Nomina;Botani
pacar,Nomina,Nomina
inai,Nomina,Nomina
bledek,Nomina,Nomina;Madura
jati,Nomina,Nomina
bayung,Nomina,Nomina
jeragih,Nomina,Nomina
tawur,Nomina,Nomina;Sunda
mikrofili,Nomina,Nomina;Biologi
mikrofil,Nomina,Nomina;Biologi
janur,Nomina,Nomina
slepan,Nomina,Nomina;Bali
belarak,Nomina,Nomina;Jawa
kendayang,Nomina,Nomina;Passer
kelembahang,Nomina,Nomina
kemangi,Nomina,Nomina
kemunting,Nomina,Nomina
kenidai,Nomina,Nomina
kenikir,Nomina,Nomina
kesimbukan,Nomina,Nomina
kentutan,Nomina,Nomina
kepialu,Nomina,Nomina
keraka,Nomina,Nomina;Jawa
kermak,Nomina,Nomina
ketuir,Nomina,Nomina
ketumbit,Nomina,Nomina
ketumpang,Nomina,Nomina
koka,Nomina,Nomina
kucai,Nomina,Nomina;Botani
langkap,Nomina,Nomina
lenggundi,Nomina,Nomina
linau,Nomina,Nomina
keropak,Nomina,Nomina
lorber,Nomina,Nomina
petal,Verba,Verba;Jawa
mangkokan,Nomina,Nomina
mangkok,Nomina,Nomina
sisik bentuk,Nomina,Nomina
nibung,Nomina,Nomina
nipah,Nomina,Nomina
klisar,Nomina,Nomina;Palembang
noja,Nomina,Nomina
nyambing,Nomina,Nomina
nyarang,Nomina,Nomina;Arkais
trofofil,Nomina,Nomina;Botani
salumpit,Nomina,Nomina;Sunda
metafil,Nomina,Nomina;Botani
pandan,Nomina,Nomina
pegagan,Nomina,Nomina
telakup,Nomina,Nomina;Jawa
stipul,Nomina,Nomina
koleoptil,Nomina,Nomina;Botani
daun lembaga,Botani,Botani
samir,Nomina,Nomina
kelaras,Nomina,Nomina;Jawa
lintung,Nomina,Nomina;Alas
arsap,Nomina,Nomina;Batak
lontar,Nomina,Nomina
baladiba,Nomina,Nomina;Madura
doni,Nomina,Nomina;Hukum
rejasa,Nomina,Nomina
rempenai,Nomina,Nomina
remujung,Nomina,Nomina
remunggai,Nomina,Nomina
cikai,Nomina,Nomina
ate,Nomina,Nomina;Hitu
setuil,Nomina,Nomina
sikai,Nomina,Nomina
singkong,Nomina,Nomina
sirih,Nomina,Nomina
lelat,Nomina,Nomina;Minangkabau
sirih lezat,Arkais,Arkais
lepit,Verba,Verba;Melayu Jakarta
karupit,Nomina,Nomina;Benuaq
carang,Nomina,Nomina
gatap,Nomina,Nomina;Alas
kerakap,Nomina,Nomina;Minangkabau
rakara,Nomina,Nomina;Madura
tabo,Nomina,Nomina
tal,Nomina,Nomina
lumbu,Nomina,Nomina
tapak burung,Nomina,Nomina
tarum,Nomina,Nomina
klentekan,Nomina,Nomina
gelabat,Nomina,Nomina;Madura
godoh,Nomina,Nomina;Jawa
limbing,Nomina,Nomina
rebing,Adjektiva,Adjektiva;Sunda
kerosok,Nomina,Nomina
tembakau deli,Cakapan,Cakapan
sekam mahkota,Biologi,Biologi
timi,Nomina,Nomina
jaligur,Nomina,Nomina;Madura
daun gagang,Botani,Botani
daun cemcem,Bali,Bali
simbel,Nomina,Nomina;Tombulu
sepal,Nomina,Nomina;Botani
tefilung,Nomina,Nomina;Putuk
tuku tokol,Nomina,Nomina
bekangin,Nomina,Nomina;Benuaq
banyup,Nomina,Nomina
alana,Nomina,Nomina
kusuk,Verba,Verba
daun tunggal,Botani,Botani
silara,Nomina,Nomina
daun gantilan,Botani,Botani
mahkota tambahan,Botani,Botani
rumbah,Nomina,Nomina
lalap,Nomina,Nomina
apean,Nomina,Nomina;Batak
sayur,Nomina,Nomina
ulam,Nomina,Nomina
rambanan,Nomina,Nomina
arkunel,Nomina,Nomina;Batuley
perabun,Nomina,Nomina
daur karbon,Ilmu Tanah,Ilmu Tanah
daur hidrologi,Meteorologi,Meteorologi
jindra,Nomina,Nomina;Musik
sedawai,Nomina,Nomina
karsa,Nomina,Nomina
listrik,Nomina,Nomina
intuisi,Nomina,Nomina
intelek,Adjektiva,Adjektiva
isotrop,Nomina,Nomina
daya kompresi diska,Olahraga,Olahraga
insting,Nomina,Nomina
tepat guna,Nomina,Nomina
kehantaran,Nomina,Nomina;Hidrometeorologi
konduktans,Nomina,Nomina;Elektronika
vitalitas,Nomina,Nomina
élan vital,Ungkapan,Ungkapan;Prancis
absorpsi,Nomina,Nomina
emisivitas,Nomina,Nomina;Fisika
kinestesia,Nomina,Nomina
daya tahan otot,Olahraga,Olahraga
perseptivitas,Nomina,Nomina
keampuhan,Nomina,Nomina
deselerasi,Nomina,Nomina
daya perlambatan,Olahraga,Olahraga
akal,Nomina,Nomina
imajinasi,Nomina,Nomina
magnet,Nomina,Nomina
inteligensi,Nomina,Nomina;Psikologi
kapasitas,Nomina,Nomina
telepati,Nomina,Nomina
resistansi biologis,Biologi,Biologi
elastik,Nomina,Nomina
ausdauer,Ungkapan,Ungkapan;Jerman
koherensi,Nomina,Nomina
pesona,Nomina,Nomina
pukau,Nomina,Nomina;kiasan
daya apung,Fisika,Fisika
vigoritas,Nomina,Nomina
daya tahan statis,Olahraga,Olahraga
fantasi,Nomina,Nomina
muslihat,Nomina,Nomina
pengaruh,Nomina,Nomina
daya internal,Olahraga,Olahraga
daya eksternal,Olahraga,Olahraga
tenaga,Nomina,Nomina
hidro,Nomina,Nomina
emitans,Nomina,Nomina;Fisika
daya tahan mutlak,Olahraga,Olahraga
perbawa,Nomina,Nomina;Jawa
kelibat,Nomina,Nomina
tutuodo,Nomina,Nomina;Gorontalo
wosa,Nomina,Nomina
lesa,Nomina,Nomina
kayuh,Nomina,Nomina
diler,Nomina,Nomina;Cakapan
sawala,Nomina,Nomina
debitur tereksekusi,Keuangan,Keuangan
lebu,Pronomina,Pronomina;Klasik
duli,Nomina,Nomina;Alas
tempias,Nomina,Nomina
debu kosmik,Meteorologi,Meteorologi
serdak,Nomina,Nomina
ejekta,Nomina,Nomina
debu meteor,Meteorologi,Meteorologi
jerubu,Nomina,Nomina
deceh,Nomina,Nomina
dedek,Nomina,Nomina;Melayu Jakarta
sisik,Nomina,Nomina;Melayu Jakarta
takrif,Nomina,Nomina
defisit,Nomina,Nomina
ariboflavinosis,Nomina,Nomina
rangkak,Verba,Verba
regangan,Nomina,Nomina;Sastra
berdegap,Adjektiva,Adjektiva
legum,Nomina,Nomina;Botani
daham,Nomina,Nomina
vitamin a-2,Kimia,Kimia
dag,Nomina,Nomina;singkatan
abakus,Nomina,Nomina
dal,Nomina,Nomina
dangkap,Verba,Verba;Arkais
peluk,Nomina,Nomina;Gayo
pelukan,Nomina,Nomina
dekap,Verba,Verba
hampir,Adverbia,Adverbia
karib,Nomina,Nomina
akrab,Nomina,Nomina;Arab
tentang,Partikel,Partikel
pendek,Adjektiva,Adjektiva
rendah,Adjektiva,Adjektiva
proksimal,Adjektiva,Adjektiva
parasosial,Adjektiva,Adjektiva
ujung hidung,kiasan,kiasan
galang-gulung,Adjektiva,Adjektiva;Cakapan
sanding,Nomina,Nomina
damping,Adjektiva,Adjektiva
indik,Verba,Verba;Melayu Belitung
beluwek,Adjektiva,Adjektiva
deklinasi lemah,Linguistik,Linguistik
deklinasi kuat,Linguistik,Linguistik
deklinasi negatif,Geografi dan Geologi,Geografi dan Geologi
deklinasi positif,Geografi dan Geologi,Geografi dan Geologi
slenger,Nomina,Nomina;Melayu Ambon
bokset,Nomina,Nomina;Kesenian
dekstro,Nomina,Nomina;kependekan
glutosa,Nomina,Nomina
hasta,Nomina,Nomina
delik murni,Hukum,Hukum
delik air,Botani,Botani
delik jambu putih,Botani,Botani
delik bangas,Botani,Botani
temberos abang,Nomina,Nomina
delirium tremens,Psikologi,Psikologi
nayor,Nomina,Nomina;Sunda
teomania,Nomina,Nomina;Psikologi
delusi skizofrenia,Psikologi,Psikologi
delusi persekusi,Psikologi,Psikologi
agamodem,Nomina,Nomina;Biologi
dbd,Nomina,Nomina;singkatan
demam puyuh,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
cikungunya,Nomina,Nomina;Kedokteran dan Fisiologi
lillahi,Partikel,Partikel
ad maiorem dei gloriam,Ungkapan,Ungkapan;Latin
wallahi,Partikel,Partikel
billahi,Agama Islam,Agama Islam
pro patria,Ungkapan,Ungkapan;Latin
itu,Pronomina,Pronomina
itulah,Pronomina,Pronomina
adanya,Nomina,Nomina;Melayu Jakarta
puaka,Nomina,Nomina
kerakyatan,Nomina,Nomina
islamo-demokrasi,Nomina,Nomina
gentilik,Nomina,Nomina
demo,Nomina,Nomina;Arkais
saravon,Nomina,Nomina;Asmat
tunjuk perasaan,Arkais,Arkais
lotek,Nomina,Nomina
diat,Nomina,Nomina;Klasik
fidiah,Nomina,Nomina;Agama Islam
pampas,Nomina,Nomina
denda paturunan,Hukum,Hukum
denda kubra,Hukum,Hukum
dusa,Nomina,Nomina;Benuaq
bentangkan,Nomina,Nomina
datatamak,Nomina,Nomina;Hukum
biat,Adjektiva,Adjektiva;Batak
pelayon,Nomina,Nomina;Arkais
kalaka,Nomina,Nomina
kafarat,Adjektiva,Adjektiva;Agama Islam
kesam,Verba,Verba;Arkais
kasam,Nomina,Nomina;Arkais
dadung,Nomina,Nomina;Pelayaran
buari,Nomina,Nomina;Arkais
kambatu,Nomina,Nomina;Tolaki
secara,Partikel,Partikel
sambil,Partikel,Partikel
dng,Nomina,Nomina;singkatan
da.,Nomina,Nomina;singkatan
care of,Ungkapan,Ungkapan;Inggris
instingtif,Adjektiva,Adjektiva
beraturan,Verba,Verba
bi lis?ni qaumihi,Ungkapan,Ungkapan;Arab
berbantuan,Verba,Verba
ex gratia,Ungkapan,Ungkapan;Latin
tegak-tegak,Adjektiva,Adjektiva
autodidaktik,Adjektiva,Adjektiva
mati-matian,Verba,Verba
tingkrang,Adverbia,Adverbia
bil-?ikmah,Ungkapan,Ungkapan;Arab
bil-?ikmah wal-mau’izatil-?asanah,Ungkapan,Ungkapan;Arab
berlusin,Numeralia,Numeralia
bawah meja,kiasan,kiasan
berkecil-kecil,Verba,Verba
mindringan,Adjektiva,Adjektiva
con amore,Ungkapan,Ungkapan;Italia
sic,Ungkapan,Ungkapan;Latin
setahu,Adverbia,Adverbia
emosional,Adjektiva,Adjektiva
kuat-kuat,Adverbia,Adverbia
cantabile,Ungkapan,Ungkapan;Italia;Musik
moderato cantabile,Ungkapan,Ungkapan;Italia;Musik
terharak-harak,Adjektiva,Adjektiva
seizin,Adverbia,Adverbia
berjangka,Verba,Verba
cum suis,Ungkapan,Ungkapan;Latin
seagak-agak,Adverbia,Adverbia
sewenang-wenang,Adverbia,Adverbia
lambat-lambat,Adjektiva,Adjektiva
selektif,Adjektiva,Adjektiva
di salto,Ungkapan,Ungkapan;Italia
terbungkuk-bungkuk,Verba,Verba
beruntung-untung,Verba,Verba
untung-untungan,Adjektiva,Adjektiva
timbang-menimbang,Verba,Verba
incognito,Ungkapan,Ungkapan;Italia
awur-awuran,Adjektiva,Adjektiva
atas nama,Nomina,Nomina
bismill?hir-ra?m?nir-ra??m,Ungkapan,Ungkapan;Arab
in extenso,Ungkapan,Ungkapan;Latin
sepengetahuan,Adverbia,Adverbia
mutatis mutandis,Ungkapan,Ungkapan;Latin
lewat,Adjektiva,Adjektiva
pari passu,Ungkapan,Ungkapan;Latin
bi lis?nil-maq?l wa lis?nil-??l,Ungkapan,Ungkapan;Arab
cum laude,Ungkapan,Ungkapan;Latin
summa cum laude,Ungkapan,Ungkapan;Latin
magna cum laude,Ungkapan,Ungkapan;Latin
berencana,Verba,Verba
con molta passione,Ungkapan,Ungkapan;Italia;Musik
sekaligus,Adverbia,Adverbia
bisawab,Adjektiva,Adjektiva;Arab
gampang-gampangan,Adjektiva,Adjektiva
con dolore,Ungkapan,Ungkapan;Italia
seelok-eloknya,Adverbia,Adverbia
cum annexis,Ungkapan,Ungkapan;Latin
mengonyah-anyih,Verba,Verba;Jawa
lahir batin,kiasan,kiasan
cepat-cepat,Adverbia,Adverbia
wira dharma bhakti,Ungkapan,Ungkapan;Sanskerta
serampangan,Adjektiva,Adjektiva
sewajarnya,Adverbia,Adverbia
ipso facto,Ungkapan,Ungkapan;Latin
temaha,Adjektiva,Adjektiva;Sunda
mengalah,Verba,Verba
potong leher,kiasan,kiasan
sepatutnya,Adverbia,Adverbia
bersentana,Adverbia,Adverbia;Minangkabau
sangat-sangat,Adverbia,Adverbia
kerih,Nomina,Nomina
asalkan,Partikel,Partikel
bersyarat,Verba,Verba
asal,Adjektiva,Adjektiva;Cakapan
in hoc signo vinces,Ungkapan,Ungkapan;Latin
terang-terang,Adverbia,Adverbia
terpekak,Verba,Verba
tahu-tahu,Adverbia,Adverbia
alih-alih,Partikel,Partikel
tertumpah,Verba,Verba
terang-terangan,Adverbia,Adverbia
cum deo,Ungkapan,Ungkapan;Latin
meriah,Adjektiva,Adjektiva
berupah,Verba,Verba
dengaran,Verba,Verba
jail,Adjektiva,Adjektiva;Cakapan
hasad,Nomina,Nomina;Arab
khisit,Adjektiva,Adjektiva
hasut,Adjektiva,Adjektiva
ringking,Nomina,Nomina
lengkur,Nomina,Nomina;Arkais
geros,Nomina,Nomina
dengu,Adjektiva,Adjektiva
resonansi,Nomina,Nomina;Fisika
dungas,Verba,Verba;Arkais
dengusan,Nomina,Nomina
lentam-lentum,Nomina,Nomina
dencing,Nomina,Nomina
berondongan,Nomina,Nomina
letum-letum,Nomina,Nomina
decap,Nomina,Nomina
renyut,Nomina,Nomina
nyut,Nomina,Nomina
mik,Nomina,Nomina;kependekan
ambang aerobik,Olahraga,Olahraga
pulsa,Nomina,Nomina
pulsasi,Nomina,Nomina
gerak,Nomina,Nomina
dna,Ungkapan,Ungkapan;Inggris;Kedokteran dan Fisiologi
paniradia,Nomina,Nomina;Jawa
divisi kamar,Perhotelan:,Perhotelan:
layanan informasi,Komputer,Komputer
dependensi mutual,Linguistik,Linguistik
dependensi unilateral,Linguistik,Linguistik
depot,Nomina,Nomina
dologda,Nomina,Nomina;akronim
potensi ujung lempeng miniatur,Olahraga,Olahraga
kalsinosis,Nomina,Nomina
margin,Nomina,Nomina
diatomit,Nomina,Nomina;Geografi dan Geologi
lipidemia,Nomina,Nomina
pasir karang,Geografi dan Geologi,Geografi dan Geologi
deposito antarbank,Ekonomi dan Keuangan,Ekonomi dan Keuangan
dolog,Nomina,Nomina;akronim
hipomania,Nomina,Nomina;Psikologi
pusat tindak,Meteorologi,Meteorologi
depresi utama,Geografi dan Geologi,Geografi dan Geologi
distimia,Nomina,Nomina
sindrom deplesi,Psikologi,Psikologi
pseudodemensia,Nomina,Nomina;Psikologi
depresi pascalahir,Psikologi,Psikologi
depresi tropis,Geografi dan Geologi,Geografi dan Geologi
depresi pascapersalinan,Psikologi,Psikologi
depresi perinatal,Psikologi,Psikologi
disforia,Nomina,Nomina;Psikologi
depresi pusat,Geografi dan Geologi,Geografi dan Geologi
depresi orografis,Meteorologi,Meteorologi
depresi prenatal,Psikologi,Psikologi
harkat,Nomina,Nomina
grad,Nomina,Nomina
alkalinitas tanah,Ilmu Tanah,Ilmu Tanah
kualitas,Nomina,Nomina
ph,Nomina,Nomina;Kimia
afinitas kladistika,Biologi,Biologi
kroma,Nomina,Nomina;Kimia
gama,Nomina,Nomina;Minangkabau;Pertanian
elastisitas,Nomina,Nomina;Olahraga
erodibilitas,Nomina,Nomina;Ilmu Tanah
probabilitas subjektif,Statistik,Statistik
afinitas patristik,Biologi,Biologi
konsistensi,Nomina,Nomina
cita rasa,Peternakan,Peternakan
saturasi,Nomina,Nomina;Tata Busana
imunotoksisitas,Nomina,Nomina;Kedokteran dan Fisiologi
titik panas,Fisika,Fisika
titik embun,Fisika,Fisika
titik nyala,Kimia,Kimia
kerotak,Nomina,Nomina
sedam,Nomina,Nomina;Klasik
kiprah,Nomina,Nomina;Kesenian
ricik,Verba,Verba
derau tanah,Kedirgantaraan,Kedirgantaraan
jimi jib,Nomina,Nomina;Perfilman
derek portal,Mekanika,Mekanika
saf,Nomina,Nomina;Agama Islam
deret selang-seling,Matematika,Matematika
deret acak,Statistik,Statistik
deret galvanik,Kimia,Kimia
deret hitung,Matematika,Matematika
deret harmonik,Matematika,Matematika
derek,Nomina,Nomina
tatai,Nomina,Nomina;Arkais
hifa,Nomina,Nomina;Biologi
lembar awan,Meteorologi,Meteorologi
rantaian,Nomina,Nomina;kiasan
kunci enkripsi,Komputer,Komputer
yardang,Nomina,Nomina
antisiklon subtropis,Meteorologi,Meteorologi
rumpun depresi,Meteorologi,Meteorologi
antrean,Nomina,Nomina
lakuan,Nomina,Nomina;Sastra
kode kendali,Komputer,Komputer
pias tekanan tinggi subtropik,Hidrometeorologi,Hidrometeorologi
ser,Nomina,Nomina;Biologi
katena,Nomina,Nomina;Ilmu Tanah
hierarki,Nomina,Nomina
luntang,Nomina,Nomina
skala warna,Grafika,Grafika
urutan,Nomina,Nomina
rerotan,Nomina,Nomina
deringan,Nomina,Nomina
deritaan,Nomina,Nomina
akrodermatitis,Nomina,Nomina
dv.,Nomina,Nomina
garung,Nomina,Nomina;Minangkabau
karyah,Nomina,Nomina
sadeu,Nomina,Nomina
duhu,Nomina,Nomina
kambungu,Nomina,Nomina
desa pakuncen,Jawa,Jawa
desa perdikan,Jawa,Jawa
desa mijen,Jawa,Jawa
desa kaputihan,Jawa,Jawa
kampung,Adjektiva,Adjektiva
udik,Nomina,Nomina
ds.,Nomina,Nomina;singkatan
cad,Nomina,Nomina
kaligram,Nomina,Nomina
arsitektur terbuka,Komputer,Komputer
siluet a,Tata Busana,Tata Busana
siluet kaisar,Tata Busana,Tata Busana
siluet h,Tata Busana,Tata Busana
studi longitudinal,Psikologi,Psikologi
desain adaptif,Komputer,Komputer
rangsek,Verba,Verba
empik,Verba,Verba
tensi,Nomina,Nomina;Kedokteran dan Fisiologi
tolakan,Nomina,Nomina
dorongan,Nomina,Nomina
tatah-tatah,Nomina,Nomina
dg,Nomina,Nomina;singkatan
dm,Nomina,Nomina;singkatan
siur,Verba,Verba
lesing,Nomina,Nomina;Arkais
besing,Adjektiva,Adjektiva
lesir,Nomina,Nomina;Arkais
dersik,Nomina,Nomina
cicik,Nomina,Nomina;Mandar
oftalmografi,Nomina,Nomina
epitet,Nomina,Nomina
notasi sintaks abstrak,Komputer,Komputer
autoetnografi,Nomina,Nomina
etnografi,Nomina,Nomina
arsitektur jaringan,Komputer,Komputer
fonotaktik,Nomina,Nomina
dokumentasi,Nomina,Nomina
saluk,Nomina,Nomina;Minangkabau
udeng,Nomina,Nomina;Jawa
destruktor,Nomina,Nomina
den,Pronomina,Pronomina;Minangkabau
den bravo,Nomina,Nomina;akronim
denintel,Nomina,Nomina;akronim
denjaka,Nomina,Nomina;akronim
denpol,Nomina,Nomina;akronim
denkes,Nomina,Nomina;Kemiliteran;akronim
